user_id,full_name,email,balance,registration_date,account_status
350,User 350,user350@example.com,4647.99,2025-10-22,Active
351,User 351,user351@example.com,3402.87,2025-07-12,Active
352,User 352,user352@example.com,2013.44,2026-01-02,Active
353,User 353,user353@example.com,1031.73,2025-10-31,Active
354,User 354,user354@example.com,3468.54,2025-11-18,Active
355,User 355,user355@example.com,1252.1,2025-12-23,Active
356,User 356,user356@example.com,3873.78,2026-03-12,Active
357,User 357,user357@example.com,3437.08,2026-02-17,Active
358,User 358,user358@example.com,649.22,2025-10-17,Active
359,User 359,user359@example.com,3924.04,2025-06-27,Active
360,User 360,user360@example.com,2687.09,2025-12-05,Active
361,User 361,user361@example.com,1884.33,2025-09-17,Active
362,User 362,user362@example.com,3255.34,2025-01-07,Active
363,User 363,user363@example.com,4255.4,2026-02-26,Active
364,User 364,user364@example.com,2476.5,2025-08-10,Active
365,User 365,user365@example.com,4805.9,2025-11-22,Active
366,User 366,user366@example.com,4463.3,2025-08-24,Active
367,User 367,user367@example.com,3551.18,2025-08-11,Active
368,User 368,user368@example.com,921.88,2025-09-25,Active
369,User 369,user369@example.com,4829.09,2025-05-19,Active
370,User 370,user370@example.com,3098.77,2025-10-03,Active
371,User 371,user371@example.com,3884.48,2025-08-27,Active
372,User 372,user372@example.com,2206.09,2026-01-10,Active
373,User 373,user373@example.com,2982.75,2025-06-15,Active
374,User 374,user374@example.com,4265.98,2026-03-02,Active
375,User 375,user375@example.com,4676.38,2025-05-23,Active
376,User 376,user376@example.com,4414.07,2025-05-05,Active
377,User 377,user377@example.com,3764.86,2025-10-19,Active
378,User 378,user378@example.com,3071.14,2025-07-14,Active
379,User 379,user379@example.com,1715.16,2025-09-11,Active
380,User 380,user380@example.com,4262.22,2025-04-04,Active
381,User 381,user381@example.com,2463.37,2025-07-01,Active
382,User 382,user382@example.com,3999.27,2025-06-24,Active
383,User 383,user383@example.com,1434.31,2025-11-02,Active
384,User 384,user384@example.com,3520.86,2025-05-22,Active
385,User 385,user385@example.com,2801.17,2025-09-22,Active
386,User 386,user386@example.com,4742.91,2025-02-13,Active
387,User 387,user387@example.com,1244.71,2025-07-28,Active
388,User 388,user388@example.com,2468.46,2026-01-24,Active
389,User 389,user389@example.com,1239.6,2025-09-01,Active
390,User 390,user390@example.com,3247.22,2025-09-09,Active
391,User 391,user391@example.com,2268.46,2025-01-09,Active
392,User 392,user392@example.com,510.61,2025-04-24,Active
393,User 393,user393@example.com,2051.79,2025-05-05,Active
394,User 394,user394@example.com,1565.72,2025-10-25,Active
395,User 395,user395@example.com,1876.65,2025-10-11,Active
396,User 396,user396@example.com,2678.06,2025-08-06,Active
397,User 397,user397@example.com,4983.33,2025-10-09,Active
398,User 398,user398@example.com,1687.42,2025-12-26,Active
399,User 399,user399@example.com,2296.04,2025-06-06,Active
400,User 400,user400@example.com,1294.45,2025-03-03,Active
401,User 401,user401@example.com,3620.36,2025-06-11,Active
402,User 402,user402@example.com,641.8,2025-10-02,Active
403,User 403,user403@example.com,4756.84,2025-12-20,Active
404,User 404,user404@example.com,966.49,2025-04-21,Active
405,User 405,user405@example.com,3706.09,2025-05-22,Active
406,User 406,user406@example.com,3636.7,2026-01-25,Active
407,User 407,user407@example.com,2646.95,2025-05-25,Active
408,User 408,user408@example.com,4903.53,2026-03-03,Active
409,User 409,user409@example.com,1010.88,2025-04-27,Active
410,User 410,user410@example.com,1836.36,2025-06-04,Active
411,User 411,user411@example.com,120.03,2025-10-01,Active
412,User 412,user412@example.com,676.59,2025-01-24,Active
413,User 413,user413@example.com,4872.76,2025-10-11,Active
414,User 414,user414@example.com,1496.08,2025-03-06,Active
415,User 415,user415@example.com,3207.45,2026-01-21,Active
416,User 416,user416@example.com,2479.85,2026-03-23,Active
417,User 417,user417@example.com,110.71,2025-05-26,Active
418,User 418,user418@example.com,2373.51,2025-08-14,Active
419,User 419,user419@example.com,1736.49,2025-01-27,Active
420,User 420,user420@example.com,1299.77,2026-03-18,Active
421,User 421,user421@example.com,2414.76,2026-02-25,Active
422,User 422,user422@example.com,373.45,2025-09-09,Active
423,User 423,user423@example.com,416.71,2025-11-19,Active
424,User 424,user424@example.com,3447.93,2025-03-19,Active
425,User 425,user425@example.com,788.53,2025-10-16,Active
426,User 426,user426@example.com,4748.17,2025-02-13,Active
427,User 427,user427@example.com,4969.89,2025-03-02,Active
428,User 428,user428@example.com,2812.46,2025-08-02,Active
429,User 429,user429@example.com,3051.27,2026-02-09,Active
430,User 430,user430@example.com,3111.17,2026-02-02,Active
431,User 431,user431@example.com,2636.73,2025-08-19,Active
432,User 432,user432@example.com,4547.1,2025-06-02,Active
433,User 433,user433@example.com,4307.82,2025-08-08,Active
434,User 434,user434@example.com,1561.63,2025-11-14,Active
435,User 435,user435@example.com,348.14,2026-01-14,Active
436,User 436,user436@example.com,541.21,2026-01-26,Active
437,User 437,user437@example.com,1078.55,2025-04-19,Active
438,User 438,user438@example.com,1360.0,2025-02-11,Active
439,User 439,user439@example.com,827.43,2025-03-30,Active
440,User 440,user440@example.com,2782.36,2025-03-22,Active
441,User 441,user441@example.com,63.24,2025-08-19,Active
442,User 442,user442@example.com,3462.39,2025-08-29,Active
443,User 443,user443@example.com,1491.73,2025-04-29,Active
444,User 444,user444@example.com,1476.12,2025-05-25,Active
445,User 445,user445@example.com,3529.79,2025-08-21,Active
446,User 446,user446@example.com,402.34,2025-04-30,Active
447,User 447,user447@example.com,4623.36,2026-02-08,Active
448,User 448,user448@example.com,3966.68,2025-10-29,Active
449,User 449,user449@example.com,3322.86,2025-04-12,Active
450,User 450,user450@example.com,2154.44,2025-10-06,Active
451,User 451,user451@example.com,1162.81,2025-03-18,Active
452,User 452,user452@example.com,4546.64,2026-02-28,Active
453,User 453,user453@example.com,754.07,2025-01-31,Active
454,User 454,user454@example.com,871.32,2025-06-07,Active
455,User 455,user455@example.com,2995.47,2026-02-27,Active
456,User 456,user456@example.com,2867.57,2025-05-28,Active
457,User 457,user457@example.com,2223.81,2025-08-28,Active
458,User 458,user458@example.com,3458.96,2025-12-25,Active
459,User 459,user459@example.com,2042.42,2025-05-20,Active
460,User 460,user460@example.com,2527.34,2025-09-10,Active
461,User 461,user461@example.com,2216.91,2025-11-03,Active
462,User 462,user462@example.com,247.31,2025-08-10,Active
463,User 463,user463@example.com,3685.94,2025-11-06,Active
464,User 464,user464@example.com,1289.32,2025-02-16,Active
465,User 465,user465@example.com,1183.18,2025-12-12,Active
466,User 466,user466@example.com,4188.0,2025-10-22,Active
467,User 467,user467@example.com,2956.26,2025-01-11,Active
468,User 468,user468@example.com,4997.88,2025-12-11,Active
469,User 469,user469@example.com,4116.04,2025-10-23,Active
470,User 470,user470@example.com,249.15,2026-01-23,Active
471,User 471,user471@example.com,917.19,2025-09-23,Active
472,User 472,user472@example.com,3274.97,2025-05-23,Active
473,User 473,user473@example.com,948.37,2025-10-27,Active
474,User 474,user474@example.com,2207.63,2026-02-21,Active
475,User 475,user475@example.com,2484.04,2025-02-16,Active
476,User 476,user476@example.com,2376.55,2025-07-29,Active
477,User 477,user477@example.com,1699.88,2025-12-10,Active
478,User 478,user478@example.com,567.77,2025-03-24,Active
479,User 479,user479@example.com,1682.53,2025-12-22,Active
480,User 480,user480@example.com,2502.57,2025-12-06,Active
481,User 481,user481@example.com,4728.71,2026-02-21,Active
482,User 482,user482@example.com,3814.47,2025-01-19,Active
483,User 483,user483@example.com,2301.39,2025-06-11,Active
484,User 484,user484@example.com,1299.37,2025-03-01,Active
485,User 485,user485@example.com,4852.41,2025-07-26,Active
486,User 486,user486@example.com,4331.31,2026-02-27,Active
487,User 487,user487@example.com,4941.19,2025-12-03,Active
488,User 488,user488@example.com,4353.37,2025-08-25,Active
489,User 489,user489@example.com,2095.58,2025-04-07,Active
490,User 490,user490@example.com,2616.27,2025-11-15,Active
491,User 491,user491@example.com,3794.39,2025-11-17,Active
492,User 492,user492@example.com,2238.1,2025-01-27,Active
493,User 493,user493@example.com,1057.61,2025-10-09,Active
494,User 494,user494@example.com,698.52,2025-05-28,Active
495,User 495,user495@example.com,2218.67,2025-12-24,Active
496,User 496,user496@example.com,2449.32,2025-01-15,Active
497,User 497,user497@example.com,4867.08,2025-11-08,Active
498,User 498,user498@example.com,4006.6,2025-12-30,Active
499,User 499,user499@example.com,833.97,2025-10-10,Active
500,User 500,user500@example.com,117.69,2025-07-28,Active
